Geneid	B_DNR_24	B_DNR_3	B_DOX_3	B_EPI_24	B_EPI_3	B_MTX_24	B_VEH_24	B_VEH_3	A_DNR_24	A_DNR_3	A_DOX_24	A_DOX_3	A_MTX_24	A_MTX_3	A_VEH_24	A_VEH_3	C_DNR_24	C_DNR_3	C_DOX_24	C_EPI_24	C_EPI_3	C_MTX_24	C_MTX_3	C_VEH_24	C_VEH_3
chr10.32940623.32941968	26	27	18	6	4	6	5	2	24	12	15	5	16	9	10	5	14	4	23	7	3	5	7	13	1
chr10.32953175.32954087	12	18	13	0	2	3	2	2	10	12	9	2	13	1	7	6	2	0	9	2	1	0	6	6	1
chr10.32956446.32959276	87	136	86	28	34	43	11	34	55	49	28	26	125	48	63	28	23	13	75	17	17	14	41	51	14
chr10.32961810.32962591	9	14	15	5	2	16	1	5	7	6	0	6	27	13	10	2	6	0	13	4	4	2	6	12	3
chr10.32962976.32963654	15	16	17	7	3	5	4	5	7	11	6	4	15	18	6	2	7	2	7	6	4	2	7	9	3
chr10.32980123.32981553	62	26	22	13	8	20	1	12	33	14	12	3	52	11	31	10	18	8	33	16	4	19	11	24	6
chr10.33004969.33006290	26	29	14	10	5	15	3	5	12	4	0	4	30	8	25	5	3	1	12	8	1	3	3	11	1
chr10.33237628.33239094	35	17	18	6	3	22	3	16	15	11	7	5	33	11	19	12	9	4	25	11	4	3	11	24	4
chr10.33332381.33333115	11	10	6	2	1	5	1	6	15	9	3	5	17	2	19	8	8	1	11	4	0	7	3	14	0
chr10.33333528.33337859	71	145	108	22	25	54	14	28	60	95	39	57	195	52	90	47	27	20	72	43	30	22	48	117	19
chr10.33459960.33461506	28	41	30	6	11	21	9	20	27	19	8	15	50	25	38	13	16	4	21	8	7	8	16	48	5
chr10.33616749.33617402	7	7	5	4	0	5	4	10	9	12	1	2	14	2	6	4	4	1	4	3	3	2	6	11	2
chr10.34739590.34740331	12	9	7	9	0	12	3	5	8	10	5	3	29	6	14	7	0	3	6	6	1	3	2	11	3
chr10.34813721.34816481	57	75	60	35	16	42	10	17	37	39	33	16	60	33	43	19	25	14	42	20	11	9	17	43	9
chr10.35089262.35090925	39	46	30	18	9	18	7	6	23	21	13	10	37	17	28	11	17	9	16	14	10	3	12	23	4
chr10.35126194.35128290	57	56	50	18	19	33	5	34	28	26	27	17	73	37	62	25	23	10	54	19	9	9	22	63	6
chr10.35149080.35150012	26	18	12	12	6	17	5	8	22	19	4	6	34	18	28	13	5	4	11	6	5	3	12	18	3
chr10.35153009.35154361	24	28	25	6	2	15	5	16	25	17	5	10	31	7	26	11	9	7	19	13	8	2	9	25	2
chr10.35195085.35196514	39	31	22	12	6	29	3	11	26	17	17	12	49	10	18	11	13	7	23	8	6	6	12	22	2
chr10.35331402.35332486	28	18	22	13	5	15	5	11	14	11	10	5	20	9	12	8	11	4	11	9	7	7	8	19	3
chr10.35335200.35337684	57	64	44	14	10	21	5	17	38	37	30	15	57	25	41	11	15	10	27	10	8	16	10	35	5
chr10.35372168.35372991	4	14	5	2	1	19	5	16	6	10	3	4	31	11	25	15	2	1	10	7	4	4	7	30	1
chr10.35413170.35414833	35	12	10	11	4	18	11	13	16	6	16	2	25	8	16	4	14	1	17	8	2	5	5	17	1
chr10.35421146.35422051	23	13	7	7	3	19	2	7	13	2	6	1	20	5	5	5	6	0	13	4	1	3	2	4	2
chr10.35447886.35448991	16	10	4	6	1	8	6	3	15	4	14	1	8	4	4	3	5	0	14	3	3	2	4	7	1
chr10.35638327.35643897	96	166	110	31	33	74	13	52	82	99	46	61	304	74	158	48	44	39	118	55	24	47	66	156	23
chr10.35770649.35771450	17	23	14	4	2	10	3	2	9	10	4	8	19	8	19	3	5	5	11	5	2	3	7	13	0
chr10.35874650.35876604	35	32	29	11	3	10	9	16	17	7	13	12	35	13	27	15	16	6	30	6	7	7	11	21	6
chr10.36113821.36117582	44	66	42	18	11	39	11	47	26	47	13	24	89	19	67	25	17	18	54	24	14	13	21	63	12
chr10.36280400.36281094	3	7	4	0	3	2	1	5	2	8	1	2	14	5	12	6	3	3	6	3	1	2	10	18	4
chr10.36349377.36350429	25	25	13	15	6	31	6	8	16	9	12	10	27	10	22	11	12	4	30	18	2	3	15	26	6
chr10.36441091.36442184	15	16	15	2	2	14	4	7	14	13	11	8	27	4	25	6	5	0	16	9	4	3	4	13	1
chr10.36449982.36450739	24	27	14	5	3	8	4	7	11	14	7	4	19	10	14	6	6	6	9	4	4	5	9	12	2
chr10.37856978.37858378	6	13	10	3	7	19	2	11	1	3	2	6	9	4	10	3	9	5	26	11	5	12	20	48	5
chr10.37976063.37976882	19	24	21	5	3	21	3	11	10	13	1	9	25	14	30	11	4	2	14	8	5	10	5	24	4
chr10.38010413.38011717	32	53	38	11	14	21	4	21	14	27	19	6	54	16	54	10	11	5	32	11	4	10	14	36	10
chr10.38094307.38095119	13	17	13	7	3	5	1	6	13	10	6	3	21	6	8	5	7	10	14	8	3	4	12	18	4
chr10.42637880.42638850	34	41	25	4	10	23	5	19	14	7	10	4	36	10	37	8	9	3	23	4	5	10	12	22	5
chr10.42782027.42783482	43	48	26	13	8	14	2	15	21	14	21	14	45	17	30	19	12	1	37	6	10	6	10	26	4
chr10.43137389.43138980	31	37	31	5	10	21	8	19	11	13	7	11	36	13	26	16	6	7	28	14	3	7	6	21	2
chr10.43395734.43397548	45	53	45	19	12	27	6	17	32	21	22	15	58	20	39	22	19	11	31	15	10	8	15	31	4
chr10.43406766.43409757	51	68	45	21	13	26	11	15	21	36	30	12	68	25	43	15	15	5	14	9	8	14	25	32	7
chr10.43436330.43437520	30	23	15	8	3	16	4	25	9	9	7	9	25	10	29	17	14	3	22	9	4	9	11	30	8
chr10.43455114.43456366	16	8	15	5	8	17	8	9	5	10	7	1	42	12	36	13	7	3	15	4	0	7	4	35	1
chr10.43648174.43649369	27	22	14	9	2	10	5	16	7	11	11	5	35	17	24	15	4	3	16	6	3	6	8	26	5
chr10.43816492.43817264	14	16	11	7	2	12	6	10	13	6	5	3	18	21	19	8	1	3	3	0	0	2	1	9	0
chr10.43891928.43893019	25	20	18	6	0	24	4	11	8	10	11	10	42	9	30	15	8	6	19	7	3	7	8	26	9
chr10.44912942.44914158	7	11	13	3	4	14	1	13	8	2	4	7	19	7	20	17	1	3	18	6	8	2	10	21	8
chr10.44952390.44953399	8	14	9	5	2	12	2	12	4	8	6	1	17	9	20	3	1	6	12	2	3	2	11	18	4
chr10.44957894.44960941	57	73	44	20	13	51	9	50	28	28	17	25	110	46	86	48	26	9	49	26	19	24	22	69	10
chr10.44962677.44965020	54	27	23	16	9	34	6	29	28	17	14	9	53	15	41	28	9	7	34	13	9	11	15	42	8
chr10.44972984.44973459	5	10	8	10	1	5	0	7	2	5	2	3	9	13	5	6	0	0	5	4	0	0	3	9	4
chr10.44973795.44976529	29	29	33	9	7	30	12	31	19	16	20	17	53	22	66	23	10	7	32	12	13	16	25	57	10
chr10.44977447.44982318	102	49	67	33	13	77	11	40	55	32	37	25	120	35	91	43	23	9	81	22	16	19	35	73	14
chr10.44996161.44996994	8	14	12	2	2	9	5	4	9	5	7	3	38	13	22	13	3	1	10	3	3	3	7	34	4
chr10.45000726.45001776	11	13	11	5	1	9	3	3	14	17	11	14	30	18	28	11	5	4	17	6	3	6	8	37	8
chr10.45594311.45595042	25	26	18	3	1	8	2	9	10	12	4	14	18	6	17	4	6	4	13	4	2	3	5	18	3
chr10.45672169.45673163	20	22	9	9	2	14	0	18	20	3	6	8	36	10	34	9	8	5	12	4	4	11	6	26	1
chr10.45726954.45727732	9	3	19	2	5	2	1	5	6	6	3	3	11	8	11	1	3	5	11	1	2	6	1	8	1
chr10.45971838.45972720	9	20	19	3	2	6	1	3	7	6	7	1	16	2	10	5	5	4	6	2	3	1	5	14	2
chr10.46018648.46021013	25	16	25	15	6	19	6	14	29	12	19	9	48	14	28	8	15	6	22	10	5	3	9	18	4
chr10.46022339.46023869	35	31	23	15	3	15	4	11	17	13	12	7	51	18	39	18	9	5	11	13	3	8	7	14	2
chr10.46029768.46031187	43	52	41	13	15	20	5	28	40	39	25	17	47	17	34	15	15	7	33	14	11	13	18	47	6
chr10.46284327.46285115	27	11	14	6	8	19	2	13	9	7	13	8	20	7	28	6	7	1	5	9	2	5	5	12	1
chr10.46396597.46397269	23	12	13	9	2	6	2	5	16	4	10	5	22	14	11	4	8	3	20	7	3	2	8	10	1
chr10.46441924.46443346	8	15	7	7	1	17	2	2	15	4	13	7	24	12	22	10	11	7	26	8	7	4	10	16	1
chr10.46539636.46540827	15	12	11	7	2	9	5	5	9	9	15	6	21	8	13	8	13	1	10	5	1	9	11	22	2
chr10.47038907.47039750	24	7	11	4	3	11	3	7	3	8	4	1	20	5	27	8	8	1	20	9	2	5	1	11	2
chr10.47321004.47324334	29	24	18	6	4	36	6	16	23	21	25	17	74	18	64	26	20	5	51	16	10	9	10	57	6
chr10.47325921.47327645	38	25	28	8	4	23	5	19	32	9	6	13	52	14	39	17	12	4	34	13	3	9	7	40	7
chr10.47384116.47385117	21	39	23	12	5	18	4	8	17	4	5	9	20	13	23	8	9	0	10	5	2	5	9	17	3
chr10.47396332.47397085	21	4	8	8	2	3	1	5	27	0	10	4	12	2	3	1	9	0	9	4	2	3	4	0	0
chr10.47402710.47404131	29	27	20	15	4	25	4	21	23	11	16	9	47	16	34	16	9	2	10	13	10	8	14	35	5
chr10.47406148.47407630	30	16	15	13	3	24	8	15	14	7	20	6	21	7	17	11	9	4	31	15	4	5	11	18	6
chr10.47552912.47553505	25	13	14	6	6	9	2	6	7	9	10	2	16	9	8	3	6	4	8	9	5	3	6	13	1
chr10.47988300.47989767	15	3	6	3	3	3	0	6	14	2	6	3	18	6	12	0	14	1	28	16	4	7	4	5	4
chr10.48250946.48252236	32	21	4	13	3	11	4	6	19	7	15	5	24	5	19	14	11	2	19	7	2	3	16	17	0
chr10.48306348.48307646	35	33	33	10	7	23	4	16	13	21	9	7	33	22	31	7	14	7	24	12	12	5	9	34	6
chr10.48453805.48454742	10	7	7	5	3	4	3	8	5	5	3	8	18	11	24	9	4	2	9	5	4	6	5	20	3
chr10.48523483.48524425	16	17	4	6	5	8	0	1	7	6	6	2	24	10	9	7	1	5	8	2	2	3	7	5	4
chr10.48707475.48708777	14	18	12	4	3	14	3	14	8	15	0	7	27	10	25	10	5	2	14	4	7	2	14	23	4
chr10.49224990.49226112	12	8	11	8	1	11	5	11	5	6	4	6	18	16	25	11	4	4	20	6	6	3	16	24	5
chr10.49277910.49278862	5	1	10	1	1	8	1	5	2	2	3	3	20	10	17	5	4	1	9	4	1	2	11	25	4
chr10.49297961.49301142	46	84	70	18	16	42	6	39	42	39	19	19	132	48	85	27	18	11	59	25	13	23	52	70	8
chr10.49538736.49539801	25	17	28	9	4	19	3	16	12	10	9	9	32	9	33	9	14	2	11	4	2	11	5	14	1
chr10.49941530.49942313	13	9	16	3	2	8	2	6	12	4	5	4	11	5	12	4	10	4	8	6	2	2	4	10	4
chr10.50418058.50418738	8	8	11	3	6	11	0	8	10	6	0	1	23	14	5	5	5	1	9	1	4	6	3	6	4
chr10.50550408.50550836	14	4	6	4	1	11	3	7	10	3	3	4	13	6	9	4	9	1	11	12	0	3	3	14	1
chr10.50577285.50578402	30	13	15	5	1	22	2	9	12	7	9	9	49	7	26	6	5	6	19	8	4	9	11	19	3
chr10.50603701.50604819	12	14	7	3	1	7	2	8	9	14	3	6	25	7	15	12	8	0	13	1	5	3	9	15	5
chr10.50604977.50605827	13	10	15	1	2	14	4	6	17	12	5	4	24	10	18	9	4	2	11	4	4	3	8	25	5
chr10.50621838.50626067	144	142	104	41	25	74	20	34	73	80	58	41	198	65	109	45	51	16	90	30	16	24	28	83	19
chr10.50739491.50740636	36	27	9	5	5	20	4	7	14	15	15	8	34	21	20	6	15	2	17	13	6	7	6	16	6
chr10.50990474.50994139	84	100	59	23	18	33	8	28	33	32	35	16	58	17	35	20	30	3	55	13	7	11	26	36	9
chr10.51073804.51074949	16	15	19	4	6	10	2	9	8	10	5	9	25	8	22	11	5	4	12	2	5	4	6	11	4
chr10.51244424.51245042	6	6	3	1	5	11	4	4	4	0	2	2	21	11	12	9	1	1	9	2	5	2	4	7	1
chr10.51698667.51700692	37	48	41	17	8	21	2	17	19	23	18	15	56	22	22	6	6	6	12	11	6	7	10	19	4
chr10.52258877.52259565	15	15	18	5	2	12	0	3	3	10	0	5	10	8	5	5	2	2	8	1	1	2	4	14	1
chr10.52313231.52315349	45	47	30	11	15	33	6	16	21	32	17	11	33	14	20	12	20	7	30	7	11	10	6	22	0
chr10.52318301.52319579	34	25	14	8	4	12	3	7	11	11	3	3	21	9	5	3	14	4	11	2	3	4	12	10	1
chr10.54868714.54869985	5	22	23	2	4	8	1	15	7	10	2	7	17	9	16	9	0	3	5	1	7	5	5	18	3
chr10.56360639.56361876	16	12	24	3	1	10	1	5	6	8	4	3	25	10	14	4	6	7	9	5	6	10	6	19	1
chr10.56585519.56586029	17	16	15	1	1	6	2	8	6	7	2	9	12	9	9	4	5	0	8	5	4	4	3	6	2
chr10.57692042.57692979	22	30	10	7	4	16	7	11	13	6	4	10	35	11	24	7	7	4	24	14	4	6	9	35	7
chr10.57846141.57847335	3	12	11	4	2	22	1	14	6	8	1	7	38	22	25	16	8	5	13	5	3	5	7	26	3
chr10.58267000.58268366	26	42	22	7	7	11	1	15	17	17	10	7	41	14	22	11	16	5	12	6	1	12	9	19	5
chr10.58268824.58270060	24	44	33	5	6	19	6	14	29	26	10	9	54	12	35	19	17	6	28	12	6	8	10	21	4
chr10.58334896.58336058	22	18	26	3	5	5	1	10	12	18	10	3	26	7	17	6	2	2	10	9	4	5	5	18	2
chr10.58384635.58386068	27	44	49	8	12	31	4	16	24	31	11	11	58	24	38	21	14	4	29	11	2	6	17	34	6
chr10.58512409.58513989	13	28	28	7	7	9	4	10	15	24	11	10	50	14	28	18	3	3	12	7	3	3	4	20	2
chr10.58757448.58758522	13	14	6	5	5	16	3	7	22	13	7	8	30	12	15	4	6	4	21	6	3	8	11	11	1
chr10.58775664.58777034	24	35	18	2	6	13	5	6	17	19	16	11	29	8	15	10	10	7	26	9	6	5	11	19	8
chr10.58856259.58857441	16	26	18	7	8	16	7	22	8	8	2	9	19	18	23	10	2	7	17	7	4	5	9	29	2
chr10.59302913.59303678	36	8	2	6	1	7	1	2	16	4	9	5	12	9	8	6	4	2	13	4	3	3	6	5	0
chr10.59336436.59338144	54	35	22	19	7	24	0	10	37	17	30	7	34	9	13	9	15	5	40	10	8	8	19	30	2
chr10.59361248.59363472	69	67	37	20	11	16	3	17	51	37	41	13	68	18	34	17	44	11	40	19	12	5	12	39	5
chr10.59372706.59373417	14	18	7	3	3	6	1	8	13	4	9	6	16	5	9	4	7	4	15	5	6	1	7	13	4
chr10.59905151.59907188	27	46	42	17	11	38	6	18	27	35	22	14	82	30	57	14	12	8	25	5	10	9	12	38	5
chr10.60139971.60141416	26	15	13	6	6	18	2	14	20	15	7	6	31	7	23	11	3	3	12	2	3	2	7	13	3
chr10.60281149.60281582	5	12	11	5	3	9	3	2	15	6	3	4	12	4	8	4	3	0	6	3	5	2	3	5	1
chr10.60295553.60296963	15	42	20	7	8	21	5	17	37	28	16	5	48	13	25	7	12	7	20	5	7	4	4	14	3
chr10.60298090.60301788	58	93	83	16	10	57	13	31	62	50	20	22	149	39	42	27	22	25	59	20	10	13	26	54	7
chr10.60427997.60429742	17	18	14	6	8	9	3	7	36	6	20	5	25	4	7	6	17	4	23	7	6	3	6	9	1
chr10.60572417.60573735	23	24	26	10	3	19	6	14	15	16	11	6	35	17	17	4	9	1	8	13	5	5	6	15	3
chr10.60606536.60607296	19	17	7	5	2	7	5	6	16	8	8	2	12	4	8	7	4	3	14	2	1	3	7	7	1
chr10.60611163.60612375	64	11	14	8	5	18	3	13	51	6	19	7	37	11	14	6	15	2	26	14	5	5	7	9	0
chr10.60778265.60779100	15	18	20	3	6	12	2	10	10	11	5	7	19	4	11	5	5	1	7	3	1	0	6	13	3
chr10.60810310.60811258	29	13	14	13	3	11	3	10	19	11	8	3	26	6	13	4	16	1	24	10	0	3	3	18	1
chr10.60827908.60829003	35	13	11	14	3	19	1	3	25	5	7	3	21	3	8	3	9	3	22	14	0	4	4	6	1
chr10.60943174.60945308	69	81	63	27	19	39	10	34	50	39	35	22	83	23	46	28	37	8	57	24	15	14	25	55	17
chr10.60978333.60979016	20	15	19	8	3	12	2	9	6	4	3	4	9	8	7	3	7	2	17	8	5	1	5	19	1
chr10.61628699.61629235	7	12	11	3	4	11	6	4	4	1	2	3	26	18	13	5	10	3	12	10	2	0	6	15	4
chr10.61901224.61901820	14	16	6	5	2	7	4	12	6	13	2	2	18	5	11	3	9	5	12	3	0	2	8	8	4
chr10.62045501.62048000	45	45	27	16	9	31	11	18	37	17	17	16	44	12	32	13	10	8	23	11	10	3	12	19	4
chr10.62048370.62050028	28	42	31	6	7	27	3	13	27	17	13	10	39	15	27	10	6	4	26	12	9	9	9	34	4
chr10.62050510.62051618	13	22	17	6	2	15	2	11	19	17	11	5	24	8	17	5	5	2	16	8	4	4	7	9	3
chr10.62763056.62763895	19	20	20	7	2	16	4	11	17	6	3	9	23	12	9	5	10	2	22	8	2	5	5	24	4
chr10.62804064.62806188	85	83	65	26	23	34	5	27	53	46	23	23	100	39	70	28	26	15	61	31	11	16	18	58	8
chr10.62816443.62817494	18	12	10	12	2	6	1	6	15	6	9	4	18	4	14	0	8	2	8	5	3	10	2	11	1
chr10.63133072.63133995	22	20	19	8	5	8	1	5	12	17	7	8	29	9	24	10	9	2	4	2	3	0	5	27	4
chr10.63267099.63268347	26	32	27	5	7	13	1	11	23	25	8	7	41	13	20	5	8	6	11	7	7	0	11	22	2
chr10.63268715.63269741	22	27	25	10	7	28	4	8	20	25	8	9	64	15	20	10	14	6	16	14	10	5	12	29	2
chr10.63437383.63439239	34	15	8	10	3	19	1	7	24	19	12	8	28	12	11	6	12	7	28	4	1	3	8	14	3
chr10.63464378.63466678	80	67	39	24	19	29	5	15	58	55	40	15	71	32	33	16	29	7	62	18	9	11	21	30	6
chr10.63520665.63522463	54	80	56	22	17	45	4	34	31	43	16	20	110	39	70	22	22	12	48	20	5	11	29	69	11
chr10.63628556.63631376	113	149	110	45	31	77	9	50	85	72	59	36	237	39	122	46	55	13	72	38	16	15	37	90	12
chr10.64394320.64396495	55	31	22	11	9	18	6	12	20	17	13	7	22	7	17	9	26	6	28	12	3	4	6	13	1
chr10.66322008.66322818	6	17	13	4	3	10	4	3	10	12	5	4	11	6	11	11	6	2	7	3	3	1	2	13	4
chr10.67575510.67576310	11	24	8	3	2	9	3	4	12	10	4	11	30	10	12	7	5	5	14	3	2	3	7	21	2
chr10.67695353.67696555	17	37	27	6	11	9	3	5	17	13	3	5	34	10	19	4	10	6	9	6	4	3	15	23	4
chr10.67763661.67764572	16	28	18	5	5	10	3	6	6	13	4	4	31	10	24	7	8	5	10	5	1	4	3	8	2
chr10.67849431.67850148	18	15	17	5	1	8	2	7	9	3	3	4	18	10	10	4	7	2	14	3	2	1	8	10	3
chr10.67884048.67885748	50	47	38	7	12	23	6	23	31	30	15	10	70	17	41	16	19	11	33	9	7	6	13	30	5
chr10.68074062.68075537	61	81	67	17	12	33	7	24	52	47	13	29	59	41	30	17	18	17	36	14	8	11	13	35	7
chr10.68135544.68136712	26	20	13	6	6	12	0	6	24	9	12	4	20	16	12	3	8	4	14	7	4	2	10	3	1
chr10.68153339.68154572	44	28	14	9	4	22	1	12	14	8	11	6	44	8	18	8	19	2	21	10	1	4	7	15	2
chr10.68331078.68333929	77	137	98	22	27	52	7	46	67	80	38	18	135	57	63	27	34	21	54	18	22	11	35	76	13
chr10.68406245.68407647	44	54	43	23	15	25	6	20	24	25	15	17	56	23	40	22	16	8	39	20	9	8	15	37	3
chr10.68434451.68435120	17	4	0	12	0	4	2	0	13	3	8	1	5	2	2	2	4	0	10	3	1	2	1	1	1
chr10.68526788.68527822	29	37	28	11	5	8	3	13	15	10	10	10	35	14	27	12	9	2	29	7	1	4	5	21	6
chr10.68561076.68562417	7	23	6	3	6	5	1	13	12	11	4	7	16	7	19	6	4	4	12	3	2	0	5	14	5
chr10.68599272.68601098	27	26	23	12	5	25	6	22	27	9	8	7	79	21	33	15	14	3	34	14	10	10	9	30	7
chr10.68720543.68722081	38	48	51	17	10	37	9	18	34	27	14	14	64	16	35	9	13	5	34	12	9	6	18	40	5
chr10.68870811.68872161	28	22	13	11	3	12	2	5	18	9	8	9	19	12	17	9	10	3	29	7	4	4	8	13	2
chr10.68900548.68902163	49	78	54	18	8	29	11	27	42	37	27	15	89	31	53	26	25	8	40	19	17	10	25	38	8
chr10.68955535.68957015	28	41	36	12	5	22	7	19	23	17	18	14	48	19	24	17	9	4	20	3	5	2	11	28	1
chr10.68988421.68989567	25	35	37	11	9	22	1	19	20	16	10	10	49	12	28	14	9	4	19	7	6	11	12	28	2
chr10.68997447.68998192	16	24	15	7	2	12	4	10	6	11	6	6	21	14	21	12	4	3	9	1	1	2	7	21	4
chr10.69123361.69125198	63	72	58	22	14	44	8	35	43	41	28	19	75	35	48	18	20	11	34	26	9	22	17	47	8
chr10.69179567.69181126	54	64	54	19	11	26	12	35	43	52	26	11	72	36	35	20	24	8	49	11	11	10	21	39	2
chr10.69213625.69214266	28	6	4	9	0	13	3	5	10	0	1	1	13	4	8	4	2	0	12	6	2	2	1	3	0
chr10.69315838.69317034	31	9	10	3	6	6	6	10	13	4	5	5	18	2	6	4	4	1	27	8	3	0	2	7	1
chr10.69317649.69321419	70	63	61	16	13	42	11	24	50	32	27	13	77	25	66	29	19	10	34	16	11	12	19	41	8
chr10.69327571.69328680	38	30	26	8	10	9	7	11	22	17	7	12	36	22	33	6	9	9	32	18	9	2	15	24	5
chr10.69332798.69335303	53	21	28	12	11	31	10	18	40	21	24	7	67	24	58	27	17	14	34	18	10	13	23	53	9
chr10.69337820.69338699	17	6	5	5	1	12	2	2	13	6	10	1	15	5	12	5	8	3	8	3	5	1	2	13	3
chr10.69479143.69480561	13	9	6	4	2	18	3	12	3	6	1	5	24	6	34	9	1	2	14	4	4	6	9	19	1
chr10.69656455.69657845	12	6	10	5	3	11	7	11	13	6	3	7	32	14	24	14	10	3	30	15	3	5	11	35	3
chr10.69684297.69685121	18	8	4	4	2	7	4	4	15	7	7	3	12	7	20	4	4	1	21	7	0	0	5	15	3
chr10.69685925.69686642	8	8	10	4	3	12	6	6	10	5	3	4	12	12	18	3	7	3	9	4	5	5	7	18	4
chr10.69721669.69722596	4	9	14	3	0	16	7	8	8	2	3	8	24	8	26	8	2	0	6	8	4	6	5	15	3
chr10.69802315.69803225	21	15	13	5	2	16	6	6	6	7	8	11	29	7	16	5	9	0	9	4	4	2	7	25	2
chr10.69838035.69840523	32	26	26	12	3	16	9	14	13	4	17	8	30	14	23	9	16	5	44	19	11	9	18	31	8
chr10.69865912.69867445	26	28	9	11	7	21	6	23	17	6	16	15	35	11	37	20	11	2	21	8	6	7	13	23	5
chr10.69899525.69900637	12	35	24	7	6	20	7	13	3	6	4	13	25	16	25	7	8	6	14	15	12	5	11	43	8
chr10.69901411.69902307	7	12	9	3	0	4	3	7	4	8	2	5	9	12	15	2	3	3	13	6	2	0	12	20	3
chr10.70052253.70054474	50	83	64	10	21	28	13	21	43	42	24	18	72	31	41	21	19	13	39	14	11	7	26	47	13
chr10.70132145.70133505	18	8	15	9	5	6	4	17	9	8	5	7	31	7	17	2	5	5	15	6	4	5	8	28	4
chr10.70144937.70147235	56	63	39	20	7	41	7	26	39	31	30	14	67	23	65	17	21	11	44	22	10	15	18	56	7
chr10.70169704.70171192	37	53	47	19	10	30	7	21	15	20	12	18	51	22	49	17	13	10	35	20	10	8	14	31	6
chr10.70232718.70234091	19	31	33	9	3	25	3	8	9	12	15	7	27	11	22	7	8	2	8	7	7	7	7	21	4
chr10.70380501.70382906	28	30	24	8	7	36	13	23	7	16	9	8	44	15	56	18	6	5	23	12	3	9	12	44	8
chr10.70403982.70406016	28	65	32	12	13	26	4	19	23	20	15	25	38	27	28	9	10	9	29	11	3	8	16	24	7
chr10.70558578.70559860	20	20	12	11	5	17	5	16	13	11	16	8	38	16	46	21	8	4	19	11	8	4	10	34	3
chr10.70815776.70816877	28	42	24	9	13	27	5	13	24	11	16	9	48	10	26	14	10	8	23	9	6	7	9	26	3
chr10.70829159.70830200	13	20	14	3	2	17	1	11	17	12	8	3	24	8	17	13	6	2	8	7	3	3	7	13	3
chr10.70847726.70848521	10	11	7	2	0	13	3	8	5	7	3	7	19	6	10	8	2	2	6	8	2	1	9	20	3
chr10.70887575.70888810	42	66	40	20	10	35	8	18	19	20	15	7	48	29	46	15	19	8	24	17	7	8	8	27	4
chr10.71005394.71006186	10	3	8	6	0	8	11	7	6	6	5	2	19	5	16	6	3	1	4	2	5	4	3	17	1
chr10.71029366.71030118	18	6	5	11	3	14	1	9	11	3	1	3	18	7	34	7	0	2	12	5	1	2	6	8	1
chr10.71064568.71065521	15	5	8	4	3	15	3	2	8	4	6	3	18	8	22	8	4	3	7	8	2	4	3	13	1
chr10.71212236.71214575	44	26	21	9	8	26	8	20	37	15	28	8	52	18	36	15	12	6	23	13	5	11	9	41	4
chr10.71215667.71220407	106	65	58	39	10	50	21	33	60	38	65	34	130	45	87	41	30	19	86	30	17	20	35	99	17
chr10.71229324.71230693	18	11	9	5	2	15	7	9	16	9	13	5	22	16	31	17	7	2	13	6	6	4	7	35	3
chr10.71233528.71236733	53	31	24	21	7	44	10	24	37	20	33	23	85	20	77	49	27	9	40	22	16	10	23	71	20
chr10.71246059.71247570	29	11	6	8	3	16	4	9	22	6	17	6	25	5	18	19	6	2	25	8	4	4	10	13	6
chr10.71259782.71264160	69	46	45	21	9	65	13	45	37	26	31	23	129	43	92	49	11	16	64	33	25	26	31	91	18
chr10.71269383.71270925	36	13	16	13	2	25	4	19	19	9	12	6	19	10	21	13	14	5	22	8	9	6	14	26	8
chr10.71319215.71319786	16	10	6	4	0	8	1	4	5	7	8	6	8	2	7	4	9	4	6	5	2	0	5	10	0
chr10.71511988.71513865	44	8	10	19	5	10	5	8	19	9	14	3	28	7	16	9	10	0	20	8	6	4	5	13	2
chr10.71547380.71548679	17	9	7	1	0	15	7	11	10	4	3	3	24	7	28	7	0	4	15	3	1	8	3	19	3
chr10.71621579.71622759	20	16	15	8	2	12	8	6	11	3	5	8	12	9	17	10	7	5	20	6	5	2	4	19	2
chr10.71727415.71728556	14	14	6	4	2	18	12	6	7	6	2	3	25	18	23	6	6	4	6	9	3	6	12	16	2
chr10.71766516.71767502	38	15	11	16	4	31	3	18	16	12	9	5	28	12	27	8	8	2	29	12	3	11	9	22	1
chr10.71839782.71840815	17	7	8	7	3	23	4	10	7	4	3	6	23	9	20	6	4	1	13	3	2	3	3	9	4
chr10.71850571.71851655	33	28	23	7	2	19	5	13	12	13	13	7	35	15	36	10	10	5	31	13	5	9	9	45	4
chr10.71859995.71861251	34	20	29	14	4	25	7	18	27	1	14	4	31	14	20	13	14	3	22	13	6	4	18	39	7
chr10.71964008.71965922	27	20	21	6	6	15	3	16	20	12	25	7	35	17	20	20	11	6	21	9	5	9	8	31	3
chr10.71998572.72000108	31	12	15	9	1	24	8	14	15	3	8	8	28	8	37	14	10	4	26	12	7	7	16	26	4
chr10.72204213.72205127	20	7	9	1	2	3	2	8	3	3	4	7	23	9	10	8	3	1	12	2	1	1	0	14	1
chr10.72215563.72216429	25	16	14	5	3	16	4	7	8	13	3	7	30	8	20	9	8	3	10	9	6	1	6	18	3
chr10.72260289.72261487	11	7	9	2	1	12	5	6	26	10	10	5	31	9	36	13	9	2	11	6	0	2	4	21	4
